timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,bg_x,bg_y,bg_z,P_trace
1631512961.147734,-198.7419,-448.4146,-306.5983,-4.9342,-16.4430,-18.2104,121.39,13.29,-107.66,0.006781,0.028973,0.027904,99977.254309
1631512961.261185,-199.0927,-449.5823,-307.8935,-4.8766,-16.2220,-18.0166,121.01,13.25,-108.28,0.006781,0.028973,0.027904,99985.901363
1631512961.330861,-199.6294,-451.3667,-309.8793,-4.9139,-16.3336,-18.2120,120.19,13.05,-109.06,0.006781,0.028973,0.027904,99978.519117
1631512961.437663,-200.2623,-453.4693,-312.2298,-4.9972,-16.5896,-18.5944,119.32,12.78,-109.67,0.006781,0.028973,0.027904,99975.196879
1631512961.562088,-200.7318,-455.0279,-313.9798,-4.9863,-16.5485,-18.6112,118.81,12.82,-110.02,0.006781,0.028973,0.027904,99981.763963
1631512961.653741,-201.1772,-456.5059,-315.6451,-4.9615,-16.4647,-18.5886,118.19,13.39,-110.54,0.006781,0.028973,0.027904,99982.874705
1631512961.740989,-201.6568,-458.0962,-317.4450,-4.9638,-16.4422,-18.6538,117.39,14.58,-111.44,0.006781,0.028973,0.027904,99981.617310
1631512961.835168,-202.2941,-460.2017,-319.8418,-5.0648,-16.6779,-19.0469,116.70,16.44,-112.74,0.006781,0.028973,0.027904,99975.788304
1631512961.959035,-202.7626,-461.7407,-321.6032,-5.0695,-16.6187,-19.0602,116.74,17.51,-113.36,0.006781,0.028973,0.027904,99982.252486
1631512962.049111,-203.3552,-463.6778,-323.8305,-5.1428,-16.7618,-19.3175,116.82,18.62,-113.74,0.006781,0.028973,0.027904,99977.753754
1631512962.162186,-203.7194,-464.8627,-325.1980,-5.0879,-16.5224,-19.0942,116.64,19.13,-113.72,0.006781,0.028973,0.027904,99986.301296
1631512962.231571,-204.3012,-466.7460,-327.3800,-5.1578,-16.6482,-19.3386,116.32,19.67,-113.37,0.006781,0.028973,0.027904,99978.378095
1631512962.342199,-204.8837,-468.6214,-329.5644,-5.2123,-16.7481,-19.5588,116.15,19.79,-112.77,0.006781,0.028973,0.027904,99978.920137
1631512962.451617,-205.3944,-470.2600,-331.4823,-5.2188,-16.7170,-19.6091,116.02,19.70,-112.47,0.006781,0.028973,0.027904,99981.794215
1631512962.547032,-205.9131,-471.9196,-333.4334,-5.2231,-16.6969,-19.6689,115.80,19.63,-112.63,0.006781,0.028973,0.027904,99981.646213
1631512962.643826,-206.5307,-473.8922,-335.7626,-5.2739,-16.8298,-19.9179,115.45,19.75,-113.37,0.006781,0.028973,0.027904,99978.328782
1631512962.758471,-207.0012,-475.3930,-337.5416,-5.2468,-16.7307,-19.8616,115.05,20.05,-114.37,0.006781,0.028973,0.027904,99983.401013
1631512962.845624,-207.5157,-477.0325,-339.4912,-5.2483,-16.7104,-19.9057,114.58,20.32,-115.45,0.006781,0.028973,0.027904,99981.801910
1631512962.941163,-208.0239,-478.6494,-341.4205,-5.2501,-16.6872,-19.9415,114.19,20.35,-116.15,0.006781,0.028973,0.027904,99981.931618
1631512963.035512,-208.7130,-480.8354,-344.0389,-5.3508,-16.9404,-20.3392,114.09,20.01,-116.25,0.006781,0.028973,0.027904,99975.907328
1631512963.162160,-209.1657,-482.2663,-345.7600,-5.3240,-16.7978,-20.2382,114.42,19.56,-115.67,0.006781,0.028973,0.027904,99984.364202
1631512963.244822,-209.6740,-483.8677,-347.6930,-5.3191,-16.7443,-20.2460,114.82,19.06,-114.84,0.006781,0.028973,0.027904,99982.611695
1631512963.337860,-210.2382,-485.6420,-349.8429,-5.3389,-16.7713,-20.3644,114.85,18.85,-114.27,0.006781,0.028973,0.027904,99980.962424
1631512963.441018,-210.8762,-487.6426,-352.2786,-5.3995,-16.8998,-20.6315,114.67,19.04,-114.08,0.006781,0.028973,0.027904,99978.766273
1631512963.556790,-211.3622,-489.1611,-354.1363,-5.3835,-16.7909,-20.5845,114.68,19.35,-114.06,0.006781,0.028973,0.027904,99983.833157
1631512963.644629,-211.9006,-490.8377,-356.1962,-5.3933,-16.7691,-20.6425,114.77,19.86,-114.20,0.006781,0.028973,0.027904,99982.095925
1631512963.741989,-212.3875,-492.3495,-358.0604,-5.3756,-16.6705,-20.5919,114.64,20.55,-114.55,0.006781,0.028973,0.027904,99983.816935
1631512963.830096,-213.1312,-494.6507,-360.9109,-5.4931,-16.9545,-21.0611,114.14,21.90,-115.37,0.006781,0.028973,0.027904,99975.694865
1631512963.963426,-213.6319,-496.1934,-362.8309,-5.4795,-16.8558,-21.0146,113.80,22.95,-115.97,0.006781,0.028973,0.027904,99983.691068
1631512964.052355,-214.0922,-497.6075,-364.5966,-5.4451,-16.7075,-20.8915,113.61,23.86,-116.37,0.006781,0.028973,0.027904,99984.904906
1631512964.134470,-214.7138,-499.5116,-366.9820,-5.4962,-16.8104,-21.0988,113.30,24.95,-116.75,0.006781,0.028973,0.027904,99979.695419
1631512964.245162,-215.3289,-501.3898,-369.3439,-5.5405,-16.8878,-21.2778,112.53,26.00,-117.05,0.006781,0.028973,0.027904,99980.172169
1631512964.353768,-215.6198,-502.2749,-370.4608,0.0000,0.0000,0.0000,111.97,26.77,-117.01,0.000000,0.000000,0.000000,1.180929
1631512964.438592,-215.6362,-502.3208,-370.5234,-0.3206,-0.9060,-1.2338,112.07,27.30,-116.21,0.000000,0.000000,0.000000,1.379987
1631512964.539850,-215.6830,-502.4536,-370.7037,-0.6268,-1.7869,-2.4179,112.49,27.35,-114.94,0.000000,0.000000,0.000000,1.936416
1631512964.638511,-215.7830,-502.7391,-371.0901,-1.0065,-2.8684,-3.8894,112.71,27.09,-113.51,0.000000,0.000000,0.000000,3.166163
1631512964.761065,-215.8736,-502.9961,-371.4397,-1.2610,-3.5626,-4.8582,112.60,26.92,-113.05,0.000000,0.000000,0.000000,4.331255
1631512964.840997,-216.0103,-503.3809,-371.9657,-1.5682,-4.4011,-6.0296,112.40,26.77,-112.85,0.000000,0.000000,0.000000,6.194942
1631512965.030172,-216.4581,-504.6321,-373.6842,-2.3043,-6.4219,-8.8304,111.68,26.28,-113.37,0.000000,0.000000,0.000000,15.525009
1631512965.168910,-216.6028,-505.0352,-374.2386,-2.4951,-6.9520,-9.5603,111.44,26.02,-113.54,0.000000,0.000000,0.000000,18.598946
1631512965.229201,-216.9025,-505.8701,-375.3867,-2.8510,-7.9383,-10.9160,110.96,25.39,-113.73,0.000000,0.000000,0.000000,25.575137
1631512965.341334,-217.2268,-506.7726,-376.6283,-3.1927,-8.8803,-12.2225,110.47,24.66,-113.66,0.000000,0.000000,0.000000,34.064479
1631512965.448660,-217.5896,-507.7813,-378.0176,-3.5341,-9.8242,-13.5386,110.25,23.95,-113.30,0.000000,0.000000,0.000000,44.727169
1631512965.556517,-217.8943,-508.6289,-379.1857,-3.7913,-10.5526,-14.5432,110.23,23.44,-112.95,0.000000,0.000000,0.000000,54.648866
1631512965.639705,-218.2868,-509.7221,-380.6920,-4.0982,-11.4255,-15.7410,110.16,22.86,-112.65,0.000000,0.000000,0.000000,68.819788
1631512965.739186,-218.7124,-510.9096,-382.3279,-4.4082,-12.3060,-16.9489,110.09,22.23,-112.36,0.000000,0.000000,0.000000,86.050958
1631512965.839268,-219.2251,-512.3411,-384.2997,-4.7586,-13.2849,-18.3046,110.22,21.14,-111.75,0.000000,0.000000,0.000000,109.376154
1631512965.951138,-219.6811,-513.6133,-386.0533,-5.0547,-14.0919,-19.4299,110.57,19.96,-110.98,0.000000,0.000000,0.000000,132.497099
1631512966.044075,-220.2299,-515.1421,-388.1615,-5.3900,-15.0063,-20.6946,110.90,18.75,-110.08,0.000000,0.000000,0.000000,163.446224
1631512966.149157,-220.7750,-516.6585,-390.2532,-5.7039,-15.8588,-21.8795,111.12,17.83,-109.23,0.000000,0.000000,0.000000,197.646685
1631512966.247417,-221.4480,-518.5286,-392.8342,-5.7643,-16.0049,-22.0988,111.26,17.06,-108.38,0.000000,0.000000,0.000000,114.668392
1631512966.361771,-221.9534,-519.9306,-394.7709,-6.0400,-16.7425,-23.1369,111.31,16.77,-107.94,0.000000,0.000000,0.000000,154.918053
1631512966.543224,-223.1291,-523.1843,-399.2705,-6.0176,-16.6361,-23.0159,111.26,16.53,-106.88,0.000000,0.000000,0.000000,189.080569
1631512966.637346,-223.9225,-525.3776,-402.3050,-6.0971,-16.8583,-23.3247,111.05,16.49,-106.10,0.000000,0.000000,0.000000,231.224757
1631512966.764927,-224.4052,-526.7120,-404.1513,-6.0255,-16.6541,-23.0435,110.60,16.67,-105.85,0.000000,0.000000,0.000000,259.868317
1631512966.842533,-224.9820,-528.3048,-406.3555,-6.0148,-16.5896,-22.9635,110.02,17.06,-105.65,0.000000,0.000000,0.000000,297.621645
1631512966.935906,-225.6302,-530.0910,-408.8281,-6.0374,-16.6277,-23.0139,109.41,17.53,-105.36,0.000000,0.000000,0.000000,344.896386
1631512967.040695,-226.2638,-531.8359,-411.2427,-6.0433,-16.6428,-23.0268,108.59,17.86,-105.08,0.000000,0.000000,0.000000,396.703785
1631512967.142895,-226.9282,-533.6651,-413.7735,-6.0646,-16.6934,-23.0958,107.63,18.14,-104.93,0.000000,0.000000,0.000000,457.744904
1631512967.330364,-228.1476,-537.0207,-418.4168,-4.8448,-13.3233,-18.4423,105.85,18.80,-105.53,0.000000,0.000000,0.000000,593.806991
1631512967.446833,-228.7596,-538.7020,-420.7450,-3.9829,-10.9288,-15.1402,105.15,19.35,-106.46,0.000000,0.000000,0.000000,693.216064
1631512967.568210,-229.0187,-539.4126,-421.7294,-3.1826,-8.7279,-12.0899,105.02,19.62,-106.92,0.000000,0.000000,0.000000,751.249233
1631512967.961918,-230.1512,-542.5103,-426.0142,-1.7429,-4.7569,-6.5740,102.96,18.40,-106.49,0.000000,0.000000,0.000000,1257.582842
1631512968.041953,-230.3420,-543.0316,-426.7347,-1.5649,-4.2814,-5.9183,101.79,17.53,-105.82,0.000000,0.000000,0.000000,1424.304300
1631512968.142297,-230.4941,-543.4483,-427.3111,-1.4010,-3.8437,-5.3190,100.56,16.66,-105.24,0.000000,0.000000,0.000000,1591.335707
1631512968.231540,-230.6831,-543.9685,-428.0312,-1.3437,-3.7088,-5.1361,99.09,15.95,-104.84,0.000000,0.000000,0.000000,1845.524978
1631512968.765285,-231.2184,-545.4489,-430.0806,-0.9253,-2.5785,-3.5630,94.84,16.60,-105.35,0.000000,0.000000,0.000000,3081.237095
1631512968.938489,-231.4238,-546.0276,-430.8801,-0.9388,-2.6598,-3.6798,92.36,16.79,-106.36,0.000000,0.000000,0.000000,3943.909171
1631512969.056602,-231.5283,-546.3236,-431.2899,-0.9390,-2.6581,-3.6815,91.70,16.96,-107.46,0.000000,0.000000,0.000000,4460.624645
1631512969.152759,-231.6267,-546.6021,-431.6753,-0.9311,-2.6294,-3.6360,91.44,17.10,-108.39,0.000000,0.000000,0.000000,5017.358647
1631512969.243800,-231.7273,-546.8864,-432.0678,-0.9276,-2.6264,-3.6202,91.35,17.09,-108.95,0.000000,0.000000,0.000000,5666.166280
1631512969.836601,-232.4275,-548.8799,-434.7958,-1.0426,-2.9469,-4.0215,90.90,19.10,-106.44,0.000000,0.000000,0.000000,12990.904670
1631512969.965909,-232.5194,-549.1383,-435.1487,-0.9851,-2.7583,-3.7714,90.40,19.38,-106.06,0.000000,0.000000,0.000000,14432.521853
1631512970.044473,-232.6241,-549.4302,-435.5483,-0.9742,-2.7082,-3.7089,89.79,19.71,-105.83,0.000000,0.000000,0.000000,16336.715436
1631512970.246978,-232.8765,-550.1276,-436.5040,-1.0278,-2.8298,-3.8787,88.53,20.25,-105.41,0.000000,0.000000,0.000000,21862.785100
1631512970.353223,-232.9873,-550.4330,-436.9225,-1.0054,-2.7775,-3.8034,87.93,20.34,-105.24,0.000000,0.000000,0.000000,24807.622863
1631512970.447431,-233.0960,-550.7343,-437.3347,-0.9855,-2.7395,-3.7464,87.14,20.41,-105.33,0.000000,0.000000,0.000000,28137.083045
1631512970.541838,-233.1931,-551.0044,-437.7040,-0.9553,-2.6576,-3.6346,86.28,20.45,-105.69,0.000000,0.000000,0.000000,31555.986936
1631512970.628447,-233.2373,-551.1277,-437.8727,-0.8280,-2.3081,-3.1587,86.02,20.49,-106.03,0.000000,0.000000,0.000000,33406.293157
1631512970.774137,-233.2852,-551.2628,-438.0573,-0.7431,-2.1155,-2.8857,85.65,20.49,-106.53,0.000000,0.000000,0.000000,35805.240186
1631512970.941965,-233.3678,-551.5009,-438.3816,-0.7732,-2.2462,-3.0558,85.07,20.37,-107.04,0.000000,0.000000,0.000000,40430.445591
1631512971.135113,-233.5814,-552.1270,-439.2324,-0.8928,-2.6401,-3.5853,83.76,19.69,-106.73,0.000000,0.000000,0.000000,53589.338122
1631512971.257800,-233.6698,-552.3891,-439.5887,-0.8709,-2.5856,-3.5205,82.88,19.36,-106.59,0.000000,0.000000,0.000000,59685.731774
1631512971.344515,-233.7652,-552.6720,-439.9747,-0.8764,-2.5914,-3.5422,81.83,19.09,-106.71,0.000000,0.000000,0.000000,66983.561632
1631512971.438870,-233.8575,-552.9439,-440.3471,-0.8758,-2.5745,-3.5306,80.90,18.91,-107.04,0.000000,0.000000,0.000000,74728.616608
1631512971.529854,-234.0079,-553.3841,-440.9516,-0.9866,-2.8794,-3.9566,79.88,18.68,-107.47,0.000000,0.000000,0.000000,87952.073687
1631512971.668207,-234.0789,-553.5918,-441.2369,-0.8971,-2.6265,-3.6063,79.52,18.56,-107.59,0.000000,0.000000,0.000000,94896.897027
1631512971.733784,-234.1941,-553.9310,-441.7021,-0.9200,-2.7281,-3.7362,78.72,18.31,-107.77,0.000000,0.000000,0.000000,93736.648691
1631512971.842937,-234.2852,-554.2028,-442.0740,-0.8873,-2.6603,-3.6384,77.91,18.08,-107.88,0.000000,0.000000,0.000000,95272.162602
1631512971.930214,-234.4208,-554.6117,-442.6332,-0.9499,-2.8744,-3.9304,76.96,17.65,-107.67,0.000000,0.000000,0.000000,93958.003359
1631512972.057161,-234.4969,-554.8424,-442.9487,-0.8781,-2.6679,-3.6493,76.62,17.33,-107.35,0.000000,0.000000,0.000000,96669.705560
1631512972.129419,-234.5985,-555.1520,-443.3722,-0.8833,-2.6922,-3.6850,76.15,16.85,-107.01,0.000000,0.000000,0.000000,95838.959556
1631512972.229093,-234.7095,-555.4892,-443.8340,-0.9104,-2.7578,-3.7771,75.58,16.30,-106.76,0.000000,0.000000,0.000000,95905.072133
1631512972.335823,-234.8444,-555.8959,-444.3909,-0.9729,-2.9235,-4.0000,74.97,15.64,-106.25,0.000000,0.000000,0.000000,95697.691740
1631512972.459015,-234.9357,-556.1696,-444.7651,-0.9300,-2.7815,-3.8039,74.70,15.21,-105.58,0.000000,0.000000,0.000000,97216.562007
1631512972.542139,-235.0205,-556.4223,-445.1109,-0.8917,-2.6547,-3.6318,74.52,14.90,-104.77,0.000000,0.000000,0.000000,97463.695342
1631512972.622708,-235.1456,-556.7944,-445.6200,-0.9439,-2.8032,-3.8363,74.20,14.72,-103.74,0.000000,0.000000,0.000000,96669.799544
1631512972.740006,-235.2559,-557.1213,-446.0677,-0.9464,-2.8019,-3.8389,73.73,14.83,-103.21,0.000000,0.000000,0.000000,97332.292876
1631512972.840756,-235.3619,-557.4355,-446.4983,-0.9359,-2.7778,-3.8085,73.17,15.12,-103.07,0.000000,0.000000,0.000000,97596.009894
1631512972.938066,-235.4761,-557.7752,-446.9642,-0.9429,-2.8107,-3.8562,72.53,15.63,-103.32,0.000000,0.000000,0.000000,97592.957248
1631512973.042979,-235.5870,-558.1073,-447.4199,-0.9353,-2.8171,-3.8647,71.87,16.18,-103.85,0.000000,0.000000,0.000000,97815.709068
1631512973.144911,-235.7035,-558.4593,-447.9027,-0.9461,-2.8570,-3.9198,71.29,16.77,-104.56,0.000000,0.000000,0.000000,97856.037975
1631512973.251936,-235.8041,-558.7630,-448.3191,-0.9260,-2.7960,-3.8311,71.04,17.26,-105.02,0.000000,0.000000,0.000000,98230.139601
1631512973.344888,-235.9059,-559.0715,-448.7411,-0.9107,-2.7720,-3.7857,70.77,17.74,-105.22,0.000000,0.000000,0.000000,98283.603762
1631512973.440651,-236.0078,-559.3831,-449.1659,-0.9008,-2.7634,-3.7634,70.28,18.20,-105.15,0.000000,0.000000,0.000000,98360.869497
1631512973.537899,-236.1264,-559.7471,-449.6614,-0.9298,-2.8527,-3.8812,69.65,18.74,-104.81,0.000000,0.000000,0.000000,98244.206139
1631512973.649614,-236.2178,-560.0273,-450.0424,-0.8972,-2.7505,-3.7398,69.28,19.22,-104.43,0.000000,0.000000,0.000000,98700.727218
1631512973.736202,-236.3214,-560.3455,-450.4749,-0.8970,-2.7592,-3.7509,68.85,19.84,-104.15,0.000000,0.000000,0.000000,98598.243129
1631512973.835913,-236.4380,-560.7045,-450.9628,-0.9221,-2.8394,-3.8574,68.34,20.61,-104.14,0.000000,0.000000,0.000000,98541.191743
1631512973.946458,-236.5358,-561.0052,-451.3713,-0.9058,-2.7791,-3.7756,67.96,21.28,-104.28,0.000000,0.000000,0.000000,98833.634500
1631512974.039048,-236.6533,-561.3639,-451.8588,-0.9382,-2.8483,-3.8717,67.62,21.95,-104.61,0.000000,0.000000,0.000000,98698.489284
1631512974.148958,-236.7465,-561.6468,-452.2430,-0.9066,-2.7526,-3.7365,67.36,22.33,-104.90,0.000000,0.000000,0.000000,99007.684262
1631512974.236391,-236.8544,-561.9738,-452.6866,-0.9200,-2.7811,-3.7705,67.07,22.60,-104.94,0.000000,0.000000,0.000000,98897.542046
1631512974.338418,-237.0031,-562.4229,-453.2951,-0.9948,-3.0120,-4.0795,66.64,22.69,-104.63,0.000000,0.000000,0.000000,98667.019169
1631512974.550155,-237.1952,-563.0056,-454.0845,-0.9239,-2.7988,-3.7928,66.01,22.49,-104.36,0.000000,0.000000,0.000000,98917.310038
1631512974.648258,-237.2852,-563.2779,-454.4535,-0.8932,-2.7031,-3.6624,65.71,22.33,-104.48,0.000000,0.000000,0.000000,99092.309023
1631512974.733941,-237.4285,-563.7117,-455.0412,-0.9708,-2.9409,-3.9827,65.27,21.95,-104.72,0.000000,0.000000,0.000000,98700.498435
1631512974.865949,-237.5001,-563.9290,-455.3354,-0.8830,-2.6860,-3.6382,64.96,21.65,-104.90,0.000000,0.000000,0.000000,99353.200210
1631512975.032444,-237.7161,-564.5843,-456.2225,-0.9267,-2.7908,-3.7773,63.79,20.49,-105.19,0.000000,0.000000,0.000000,98860.205687
1631512975.140307,-237.8197,-564.8956,-456.6442,-0.9224,-2.7695,-3.7544,63.33,19.88,-105.04,0.000000,0.000000,0.000000,99029.991349
1631512975.237060,-237.9307,-565.2291,-457.0967,-0.9293,-2.7965,-3.7981,62.65,19.24,-105.28,0.000000,0.000000,0.000000,99014.582009
1631512975.340471,-238.0198,-565.4970,-457.4611,-0.8972,-2.6892,-3.6616,62.01,18.74,-105.91,0.000000,0.000000,0.000000,99220.856954
1631512975.425050,-238.1373,-565.8481,-457.9396,-0.9325,-2.7846,-3.7967,61.31,18.15,-106.97,0.000000,0.000000,0.000000,99028.334557
1631512975.535594,-238.2683,-566.2407,-458.4746,-0.9705,-2.9182,-3.9746,60.73,17.74,-108.22,0.000000,0.000000,0.000000,99004.727508
1631512975.654146,-238.3978,-566.6319,-459.0071,-0.9865,-2.9910,-4.0696,60.10,17.56,-109.22,0.000000,0.000000,0.000000,99085.726524
1631512975.768293,-238.4686,-566.8468,-459.2995,-0.8961,-2.7168,-3.6945,59.73,17.55,-109.57,0.000000,0.000000,0.000000,99484.553247
1631512975.833776,-238.5749,-567.1689,-459.7374,-0.9087,-2.7521,-3.7426,59.23,17.71,-109.85,0.000000,0.000000,0.000000,99237.671863
1631512975.935407,-238.7078,-567.5721,-460.2861,-0.9579,-2.9151,-3.9691,58.61,18.05,-109.93,0.000000,0.000000,0.000000,99134.984274
1631512976.057800,-238.8042,-567.8659,-460.6864,-0.9209,-2.8094,-3.8311,58.08,18.33,-110.18,0.000000,0.000000,0.000000,99395.265982
1631512976.146647,-238.9021,-568.1642,-461.0934,-0.9073,-2.7563,-3.7630,57.59,18.69,-110.69,0.000000,0.000000,0.000000,99388.959421
1631512976.239344,-239.0049,-568.4753,-461.5181,-0.9119,-2.7526,-3.7563,57.40,19.16,-111.10,0.000000,0.000000,0.000000,99377.033955
1631512976.336917,-239.1490,-568.9105,-462.1115,-0.9815,-2.9723,-4.0503,57.49,19.94,-111.40,0.000000,0.000000,0.000000,99213.839198
1631512976.467523,-239.2463,-569.2072,-462.5153,-0.9296,-2.8540,-3.8788,57.31,20.49,-111.67,0.000000,0.000000,0.000000,99487.534008
1631512976.555735,-239.3303,-569.4661,-462.8668,-0.8797,-2.7132,-3.6818,56.76,20.92,-112.03,0.000000,0.000000,0.000000,99543.447837
1631512976.636345,-239.4299,-569.7724,-463.2822,-0.8867,-2.7200,-3.6870,56.00,21.44,-112.39,0.000000,0.000000,0.000000,99466.363870
1631512976.733701,-239.5667,-570.1892,-463.8467,-0.9657,-2.9260,-3.9604,55.26,22.25,-112.50,0.000000,0.000000,0.000000,99336.181486
1631512976.860582,-239.6425,-570.4187,-464.1572,-0.8935,-2.7019,-3.6544,54.99,22.73,-112.35,0.000000,0.000000,0.000000,99638.322991
1631512976.931409,-239.7389,-570.7101,-464.5514,-0.8880,-2.6835,-3.6307,54.63,23.29,-112.18,0.000000,0.000000,0.000000,99540.496387
1631512977.024906,-239.8536,-571.0565,-465.0204,-0.9193,-2.7736,-3.7571,54.27,23.69,-112.17,0.000000,0.000000,0.000000,99485.771911
1631512977.134292,-239.9826,-571.4448,-465.5465,-0.9641,-2.8976,-3.9265,53.99,23.68,-112.34,0.000000,0.000000,0.000000,99470.051509
1631512977.252204,-240.0812,-571.7420,-465.9490,-0.9276,-2.8102,-3.8010,53.79,23.25,-112.26,0.000000,0.000000,0.000000,99605.665817
1631512977.342353,-240.1905,-572.0759,-466.3999,-0.9196,-2.8287,-3.8167,53.30,22.44,-111.88,0.000000,0.000000,0.000000,99568.027603
1631512977.444581,-240.2842,-572.3657,-466.7908,-0.8895,-2.7588,-3.7193,52.60,21.52,-111.18,0.000000,0.000000,0.000000,99630.544219
1631512977.534321,-240.4219,-572.7942,-467.3683,-0.9515,-2.9662,-3.9969,51.40,20.15,-109.87,0.000000,0.000000,0.000000,99496.610119
1631512977.662952,-240.5068,-573.0584,-467.7246,-0.8974,-2.7894,-3.7649,50.56,19.39,-109.05,0.000000,0.000000,0.000000,99695.644415
1631512977.742576,-240.5956,-573.3333,-468.0961,-0.8747,-2.7012,-3.6534,49.66,18.71,-108.32,0.000000,0.000000,0.000000,99678.402450
1631512977.829240,-240.7075,-573.6772,-468.5617,-0.9073,-2.7750,-3.7620,48.62,18.01,-107.68,0.000000,0.000000,0.000000,99615.036494
1631512977.937472,-240.8301,-574.0508,-469.0687,-0.9427,-2.8711,-3.8972,47.63,17.40,-107.52,0.000000,0.000000,0.000000,99609.194976
1631512978.051546,-240.9313,-574.3596,-469.4878,-0.9207,-2.8148,-3.8182,46.84,16.95,-107.69,0.000000,0.000000,0.000000,99685.376945
1631512978.145494,-241.0229,-574.6406,-469.8690,-0.8867,-2.7301,-3.7027,46.03,16.59,-107.96,0.000000,0.000000,0.000000,99714.497974
1631512978.233213,-241.1422,-575.0097,-470.3696,-0.9165,-2.8434,-3.8568,44.84,16.23,-108.48,0.000000,0.000000,0.000000,99642.585653
1631512978.347285,-241.2358,-575.3004,-470.7638,-0.8900,-2.7662,-3.7519,43.86,16.09,-108.98,0.000000,0.000000,0.000000,99725.259105
1631512978.436943,-241.3604,-575.6877,-471.2892,-0.9325,-2.8954,-3.9288,42.73,16.13,-109.61,0.000000,0.000000,0.000000,99653.329546
1631512978.554723,-241.4429,-575.9441,-471.6373,-0.8769,-2.7319,-3.7090,42.06,16.25,-110.13,0.000000,0.000000,0.000000,99772.828923
1631512978.633757,-241.5645,-576.3236,-472.1526,-0.9164,-2.8630,-3.8880,41.08,16.48,-111.00,0.000000,0.000000,0.000000,99676.267787
1631512978.750556,-241.6609,-576.6254,-472.5623,-0.8936,-2.7987,-3.7988,40.33,16.75,-111.60,0.000000,0.000000,0.000000,99750.279597
1631512978.842766,-241.7676,-576.9613,-473.0183,-0.8907,-2.8217,-3.8326,39.39,17.10,-111.89,0.000000,0.000000,0.000000,99730.828103
1631512978.945917,-241.8506,-577.2264,-473.3785,-0.8418,-2.7033,-3.6751,38.35,17.25,-112.04,0.000000,0.000000,0.000000,99788.835697
1631512979.029026,-241.9476,-577.5390,-473.8038,-0.8439,-2.7213,-3.7050,36.78,17.15,-112.49,0.000000,0.000000,0.000000,99754.775046
1631512979.128506,-242.0760,-577.9493,-474.3625,-0.9197,-2.9110,-3.9604,34.89,16.81,-113.16,0.000000,0.000000,0.000000,99699.882288
1631512979.253813,-242.1608,-578.2155,-474.7244,-0.8853,-2.7612,-3.7524,34.08,16.63,-113.40,0.000000,0.000000,0.000000,99807.857323
1631512979.335163,-242.2750,-578.5709,-475.2070,-0.9110,-2.8379,-3.8506,33.33,16.44,-113.52,0.000000,0.000000,0.000000,99750.835681
1631512979.444601,-242.3695,-578.8673,-475.6091,-0.8781,-2.7731,-3.7620,32.54,16.08,-113.70,0.000000,0.000000,0.000000,99798.305629
1631512979.535978,-242.5224,-579.3529,-476.2675,-0.9685,-3.0721,-4.1619,30.80,15.14,-114.24,0.000000,0.000000,0.000000,99696.830488
1631512979.678520,-242.5693,-579.5015,-476.4688,-0.8328,-2.6411,-3.5816,30.38,15.06,-114.08,0.000000,0.000000,0.000000,99903.779229
1631512979.844904,-242.6549,-579.7736,-476.8381,-0.8197,-2.6131,-3.5482,29.73,15.05,-113.61,0.000000,0.000000,0.000000,99815.376404
1631512979.934423,-242.7532,-580.0881,-477.2655,-0.8346,-2.6775,-3.6416,29.02,15.16,-112.90,0.000000,0.000000,0.000000,99795.283549
1631512980.036916,-242.8730,-580.4735,-477.7901,-0.8833,-2.8444,-3.8727,28.07,15.32,-111.97,0.000000,0.000000,0.000000,99768.219091
1631512980.157004,-242.9688,-580.7817,-478.2102,-0.8694,-2.7947,-3.8118,27.22,15.41,-111.25,0.000000,0.000000,0.000000,99822.594660
1631512980.251514,-243.0554,-581.0599,-478.5900,-0.8433,-2.7082,-3.7022,26.29,15.38,-110.68,0.000000,0.000000,0.000000,99839.828753
1631512980.339002,-243.1380,-581.3245,-478.9520,-0.8234,-2.6321,-3.6027,25.19,15.20,-110.23,0.000000,0.000000,0.000000,99845.878310
1631512980.424754,-243.2643,-581.7269,-479.5032,-0.8956,-2.8467,-3.9013,23.43,14.88,-109.59,0.000000,0.000000,0.000000,99780.431979
1631512980.550956,-243.3627,-582.0393,-479.9316,-0.8833,-2.8041,-3.8474,21.91,14.69,-109.09,0.000000,0.000000,0.000000,99837.474032
1631512980.646549,-243.4576,-582.3403,-480.3450,-0.8688,-2.7577,-3.7911,20.16,14.52,-108.67,0.000000,0.000000,0.000000,99844.597594
1631512980.740132,-243.5491,-582.6303,-480.7440,-0.8568,-2.7117,-3.7321,18.24,14.47,-108.31,0.000000,0.000000,0.000000,99850.486137
1631512980.831836,-243.6943,-583.0881,-481.3746,-0.9499,-2.9843,-4.1140,15.33,14.63,-107.99,0.000000,0.000000,0.000000,99783.793708
1631512980.969730,-243.7742,-583.3389,-481.7204,-0.8847,-2.7731,-3.8273,13.85,14.79,-108.08,0.000000,0.000000,0.000000,99883.426539
1631512981.045329,-243.8681,-583.6330,-482.1266,-0.8712,-2.7251,-3.7641,12.24,14.84,-108.36,0.000000,0.000000,0.000000,99860.934887
1631512981.137836,-243.9621,-583.9264,-482.5318,-0.8664,-2.6953,-3.7234,10.86,14.73,-108.79,0.000000,0.000000,0.000000,99862.486084
