#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2] 
1631512950.9239202,-0.134859,0.004716,0.012284,9.409000,1.398000,-0.595000
1631512950.9967358,-0.165776,-0.044221,-0.000426,9.427000,1.361000,-0.579000
1631512951.1162117,-0.109569,-0.108379,-0.019847,9.460000,1.286000,-0.692000
1631512951.1977992,-0.056164,-0.104517,-0.010432,9.468000,1.268000,-0.832000
1631512951.3242884,-0.003823,-0.075854,0.017272,9.484000,1.368000,-0.852000
1631512951.4064803,-0.045484,-0.078781,0.034743,9.486000,1.414000,-0.745000
1631512951.4985895,-0.081132,-0.067540,0.021774,9.498000,1.360000,-0.794000
1631512951.6066399,-0.086893,-0.017953,-0.031962,9.499000,1.260000,-0.808000
1631512951.7277226,-0.045368,-0.005282,-0.068136,9.405000,1.315000,-1.049000
1631512951.8097568,-0.007872,0.005621,-0.053628,9.449000,1.384000,-1.009000
1631512951.8996518,-0.013145,0.035649,-0.025079,9.440000,1.513000,-1.026000
1631512952.0053384,-0.060255,0.075453,-0.018756,9.411000,1.585000,-1.038000
1631512952.1126025,-0.114399,0.093962,-0.019362,9.388000,1.518000,-0.994000
1631512952.1992116,-0.126734,0.096394,0.000466,9.411000,1.544000,-0.782000
1631512952.2970562,-0.117294,0.086491,0.007463,9.354000,1.488000,-0.586000
1631512952.3937213,-0.086890,0.018961,-0.024794,9.334000,1.536000,-0.478000
1631512952.5022576,-0.055573,-0.006383,-0.037028,9.378000,1.522000,-0.410000
1631512952.6152825,-0.025986,0.023702,-0.009660,9.386000,1.635000,-0.391000
1631512952.6866713,-0.024318,0.045925,0.008632,9.425000,1.655000,-0.454000
1631512952.8267138,-0.037482,0.078034,0.038213,9.375000,1.621000,-0.543000
1631512952.9166062,-0.038727,0.062047,0.031364,9.372000,1.613000,-0.483000
1631512952.9983943,-0.028828,0.008044,-0.001652,9.378000,1.579000,-0.393000
1631512953.1059816,0.004306,-0.010205,-0.010537,9.392000,1.575000,-0.366000
1631512953.1982622,0.021454,-0.005670,0.013756,9.419000,1.617000,-0.254000
1631512953.3202040,-0.021552,0.026834,0.074399,9.460000,1.632000,-0.313000
1631512953.3970706,-0.038864,0.017958,0.122747,9.399000,1.563000,-0.365000
1631512953.5164330,-0.103469,-0.045434,0.163707,9.399000,1.359000,-0.476000
1631512953.5961647,-0.139847,-0.094682,0.170507,9.466000,1.153000,-0.464000
1631512953.7317588,-0.118959,-0.096529,0.089622,9.641000,0.921000,-0.618000
1631512953.8072321,-0.093073,-0.003515,0.061722,9.704000,0.891000,-0.571000
1631512953.8961785,-0.075195,0.104691,0.027129,9.664000,0.861000,-0.474000
1631512954.0074742,-0.064737,0.142180,-0.032603,9.604000,0.895000,-0.265000
1631512954.1075509,-0.082602,0.128754,-0.081830,9.518000,0.986000,-0.039000
1631512954.2138321,-0.066779,0.092777,-0.107734,9.489000,1.045000,0.070000
1631512954.2943482,-0.040614,0.075218,-0.090930,9.496000,1.138000,0.098000
1631512954.4054871,-0.030589,0.085354,-0.051520,9.507000,1.306000,0.143000
1631512954.4996219,-0.090142,0.058884,-0.032205,9.437000,1.397000,0.041000
1631512954.5908239,-0.134427,0.004315,-0.015241,9.384000,1.298000,0.138000
1631512954.6967206,-0.148431,-0.048288,-0.002877,9.453000,1.291000,0.365000
1631512954.7888005,-0.165540,-0.032368,-0.011285,9.475000,1.344000,0.306000
1631512954.9062834,-0.184037,-0.021676,-0.021274,9.457000,1.264000,0.267000
1631512955.0156047,-0.143953,-0.061428,-0.031812,9.379000,1.291000,0.154000
1631512955.0952909,-0.116867,-0.113243,-0.051147,9.408000,1.345000,0.113000
1631512955.1881986,-0.105627,-0.105209,-0.047007,9.471000,1.425000,0.060000
1631512955.3219357,-0.105021,-0.103888,-0.062955,9.422000,1.548000,-0.197000
1631512955.4039965,-0.115004,-0.105926,-0.068791,9.463000,1.575000,-0.263000
1631512955.5061722,-0.101600,-0.083545,-0.065575,9.502000,1.608000,-0.284000
1631512955.5864232,-0.087988,-0.043977,-0.057915,9.552000,1.615000,-0.235000
1631512955.7061896,-0.075134,0.036070,-0.036915,9.507000,1.633000,-0.152000
1631512955.8020549,-0.085658,0.027001,-0.033410,9.425000,1.705000,-0.158000
1631512955.8956459,-0.126439,-0.003500,-0.045389,9.438000,1.743000,-0.191000
1631512955.9966512,-0.123753,0.008893,-0.025018,9.466000,1.742000,-0.125000
1631512956.1288822,-0.049624,0.062897,-0.001344,9.485000,1.675000,-0.051000
1631512956.2934220,-0.000762,0.123123,-0.033661,9.380000,1.759000,0.009000
1631512956.4037268,-0.020405,0.066029,-0.030345,9.330000,1.849000,0.104000
1631512956.4994991,-0.055871,-0.001180,-0.020799,9.358000,1.803000,0.249000
1631512956.6070046,-0.015954,-0.000742,-0.015482,9.445000,1.769000,0.365000
1631512956.6963594,-0.007103,-0.004365,0.004291,9.394000,1.832000,0.280000
1631512956.8058891,0.033262,0.015380,0.061304,9.453000,1.806000,0.369000
1631512956.8909330,0.041758,0.065138,0.107302,9.417000,1.803000,0.371000
1631512957.0146515,0.029495,0.097538,0.098945,9.423000,1.719000,0.364000
1631512957.0967491,-0.012690,0.090734,0.083655,9.398000,1.645000,0.410000
1631512957.1966088,-0.046862,0.023852,0.041712,9.301000,1.561000,0.554000
1631512957.2971618,-0.038884,-0.030034,0.001320,9.388000,1.417000,0.568000
1631512957.4157820,0.021561,-0.012882,-0.039100,9.465000,1.443000,0.485000
1631512957.4953859,0.043678,-0.012378,-0.059633,9.439000,1.525000,0.458000
1631512957.5891461,0.033227,0.002157,-0.047375,9.453000,1.550000,0.479000
1631512957.6876078,0.027540,0.015607,-0.031871,9.419000,1.534000,0.479000
1631512957.8056276,0.065587,0.034395,-0.020864,9.389000,1.594000,0.549000
1631512957.9063127,0.042618,0.034807,-0.005821,9.378000,1.703000,0.536000
1631512957.9860594,0.000477,0.004321,-0.008418,9.355000,1.759000,0.506000
1631512958.1055660,-0.043228,-0.076359,-0.045597,9.321000,1.727000,0.393000
1631512958.2009830,-0.018390,-0.093609,-0.058838,9.404000,1.791000,0.455000
1631512958.2988327,0.019435,-0.050828,-0.034554,9.410000,1.819000,0.398000
1631512958.3965809,0.055420,-0.048552,-0.029779,9.378000,1.908000,0.385000
1631512958.4928699,0.044509,-0.046298,-0.036261,9.362000,1.957000,0.236000
1631512958.6077070,0.026067,0.010724,-0.006743,9.414000,2.000000,0.117000
1631512958.6938651,-0.015748,0.042753,0.040518,9.287000,1.953000,0.089000
1631512958.7995579,-0.032374,-0.007643,0.047010,9.285000,1.915000,0.089000
1631512958.8956075,-0.027996,-0.040318,0.062253,9.328000,1.867000,0.146000
1631512959.0222631,-0.028548,-0.099205,0.058908,9.333000,1.785000,0.199000
1631512959.0917480,-0.009584,-0.120773,0.036267,9.375000,1.762000,0.179000
1631512959.1816823,-0.020664,-0.149927,0.012686,9.406000,1.795000,-0.005000
1631512959.2909927,-0.035778,-0.142159,0.000995,9.402000,1.768000,-0.203000
1631512959.4110234,-0.025508,-0.096103,-0.004449,9.497000,1.703000,-0.318000
1631512959.4989450,-0.006528,-0.011792,-0.009871,9.536000,1.731000,-0.416000
1631512959.5929711,0.003125,0.120673,0.000363,9.461000,1.761000,-0.382000
1631512959.6967638,-0.024265,0.114938,-0.016413,9.405000,1.776000,-0.264000
1631512959.8208988,-0.072495,-0.004453,-0.029205,9.365000,1.761000,-0.098000
1631512959.9077480,-0.050483,-0.083952,-0.003356,9.392000,1.717000,-0.050000
1631512960.0251794,0.057956,-0.100278,0.059448,9.433000,1.689000,-0.205000
1631512960.1038384,0.106085,-0.096345,0.087753,9.439000,1.677000,-0.412000
1631512960.2374856,0.041866,-0.074304,0.096635,9.553000,1.624000,-0.545000
1631512960.4290688,0.029375,0.067670,0.077201,9.478000,1.405000,-0.559000
1631512960.4989967,0.021563,0.094924,0.061613,9.458000,1.377000,-0.468000
1631512960.5857539,0.025438,0.084131,0.032733,9.412000,1.302000,-0.365000
1631512960.7320101,0.060642,0.018960,0.010903,9.399000,1.262000,-0.241000
1631512960.8032372,0.068187,-0.008723,0.023648,9.413000,1.244000,-0.283000
1631512960.9035888,0.067387,-0.043214,0.068516,9.368000,1.234000,-0.287000
1631512961.0013101,0.046834,-0.088826,0.086469,9.386000,1.198000,-0.300000
1631512961.1162610,0.019911,-0.107061,0.105154,9.413000,1.093000,-0.411000
1631512961.2207801,0.006190,-0.123312,0.095934,9.483000,1.018000,-0.453000
1631512961.2925100,-0.065166,-0.089704,0.118823,9.505000,0.961000,-0.755000
1631512961.3875136,-0.113172,-0.048214,0.118521,9.469000,0.836000,-0.908000
1631512961.5275829,-0.081156,-0.004359,0.089693,9.521000,0.559000,-0.787000
1631512961.6139631,-0.073277,-0.044900,0.031971,9.413000,0.741000,-1.024000
1631512961.7006810,-0.101669,-0.142477,-0.045951,9.354000,0.553000,-0.960000
1631512961.8057806,-0.100342,-0.272098,-0.124472,9.430000,0.637000,-1.011000
1631512961.9127288,0.005457,-0.225661,-0.126691,9.538000,0.785000,-1.149000
1631512962.0045333,0.065415,-0.146832,-0.099117,9.522000,0.908000,-1.368000
1631512962.1229236,0.016385,-0.066373,-0.100275,9.499000,1.110000,-1.527000
1631512962.1878366,-0.048108,-0.015774,-0.087003,9.508000,1.156000,-1.528000
1631512962.3011401,-0.071295,0.071228,-0.061342,9.536000,1.124000,-1.402000
1631512962.4154077,-0.037852,0.123049,-0.007055,9.333000,1.202000,-1.411000
1631512962.5074940,-0.036321,0.060259,0.037444,9.304000,1.247000,-1.355000
1631512962.6041257,-0.015948,-0.016868,0.055822,9.244000,1.202000,-1.435000
1631512962.7173512,-0.003008,-0.116272,0.059507,9.278000,1.168000,-1.529000
1631512962.8029211,-0.005544,-0.184852,0.051300,9.337000,1.124000,-1.710000
1631512962.9059389,-0.014924,-0.146842,0.066652,9.376000,1.044000,-1.813000
1631512962.9900928,-0.022126,-0.056438,0.076603,9.470000,0.989000,-1.917000
1631512963.1239326,0.014846,0.117502,0.074789,9.483000,0.855000,-1.756000
1631512963.2062128,0.043150,0.193794,0.063398,9.481000,0.816000,-1.615000
1631512963.2926018,0.024888,0.205552,0.048361,9.309000,0.856000,-1.617000
1631512963.4008083,-0.043340,0.082813,0.007021,9.289000,0.781000,-1.402000
1631512963.5173295,-0.019594,0.011127,-0.022856,9.400000,0.709000,-1.237000
1631512963.6055441,0.021640,0.003247,-0.031291,9.449000,0.736000,-1.234000
1631512963.6880441,0.032931,-0.040207,-0.050881,9.405000,0.833000,-1.347000
1631512963.7948904,-0.007772,-0.106927,-0.075174,9.376000,0.933000,-1.441000
1631512963.9283233,-0.032404,-0.167952,-0.111406,9.404000,0.965000,-1.530000
1631512964.0109687,-0.006646,-0.149484,-0.119490,9.435000,1.087000,-1.671000
1631512964.0953293,0.002687,-0.110362,-0.115172,9.390000,1.219000,-1.851000
1631512964.2056856,-0.032260,-0.073651,-0.102455,9.380000,1.367000,-1.974000
1631512964.3105431,-0.135394,-0.079310,-0.115637,9.333000,1.448000,-1.980000
1631512964.4051838,-0.103763,-0.014021,-0.140221,9.568000,1.439000,-1.858000
1631512964.4968863,-0.011792,0.133759,-0.127273,9.409000,1.649000,-1.937000
1631512964.5916271,-0.035643,0.199979,-0.066637,9.329000,1.850000,-1.842000
1631512964.7207320,-0.081351,0.167159,-0.011188,9.266000,1.814000,-1.439000
1631512964.7947280,-0.067429,0.082111,0.002630,9.284000,1.763000,-1.245000
1631512964.8964093,-0.045948,0.019786,0.017690,9.281000,1.770000,-1.208000
1631512964.9889193,-0.030984,-0.023032,0.036660,9.326000,1.765000,-1.229000
1631512965.1217666,-0.043944,-0.025517,0.076314,9.373000,1.726000,-1.284000
1631512965.1884100,-0.046666,-0.011719,0.086906,9.385000,1.675000,-1.309000
1631512965.3067942,-0.074809,0.027759,0.111731,9.409000,1.591000,-1.291000
1631512965.4014027,-0.091441,0.066642,0.105374,9.462000,1.386000,-1.162000
1631512965.5141933,-0.042030,0.102023,0.080108,9.446000,1.300000,-1.089000
1631512965.5992813,-0.029255,0.098614,0.078661,9.383000,1.347000,-1.136000
1631512965.6824632,-0.033432,0.075442,0.076589,9.425000,1.290000,-1.049000
1631512965.7965853,-0.031179,0.084401,0.092341,9.488000,1.183000,-0.954000
1631512965.9165637,-0.001228,0.187476,0.159691,9.479000,0.983000,-0.681000
1631512966.0051134,0.022729,0.211902,0.160729,9.461000,0.928000,-0.489000
1631512966.1011307,-0.001701,0.199295,0.128023,9.496000,0.848000,-0.347000
1631512966.2069542,-0.013280,0.190215,0.086749,9.480000,0.686000,-0.101000
1631512966.3234599,-0.020313,0.132788,0.049079,9.460000,0.568000,0.096000
1631512966.4082074,-0.013130,0.086840,0.012616,9.467000,0.554000,0.231000
1631512966.4989486,-0.034187,0.084862,-0.014544,9.526000,0.531000,0.303000
1631512966.6060224,-0.038529,0.117017,-0.024947,9.542000,0.603000,0.306000
1631512966.7255595,-0.083500,0.079571,-0.038377,9.423000,0.682000,0.374000
1631512966.8054533,-0.126685,0.018110,-0.064110,9.452000,0.733000,0.456000
1631512966.8952765,-0.117032,0.004820,-0.088849,9.508000,0.747000,0.645000
1631512966.9973898,-0.115770,0.022731,-0.090377,9.512000,0.921000,0.489000
1631512967.1004047,-0.172122,0.025013,-0.056854,9.447000,0.967000,0.490000
1631512967.2157784,-0.159319,-0.003961,-0.045767,9.450000,0.975000,0.603000
1631512967.2957568,-0.145743,-0.041931,-0.037566,9.385000,1.004000,0.518000
1631512967.4151294,-0.121614,-0.140583,-0.046829,9.510000,0.942000,0.582000
1631512967.5142365,-0.019241,-0.143767,-0.041594,9.552000,0.957000,0.445000
1631512967.5887823,0.008956,-0.134506,-0.039841,9.547000,1.070000,0.295000
1631512967.7072423,-0.032832,-0.044963,0.011866,9.628000,1.147000,0.159000
1631512967.8035064,-0.116447,0.040227,0.065337,9.601000,1.087000,0.204000
1631512967.9190438,-0.140130,0.108258,0.078820,9.595000,0.944000,0.341000
1631512968.0017993,-0.163622,0.146703,0.094429,9.519000,0.899000,0.335000
1631512968.1051090,-0.286166,0.136442,0.142447,9.519000,0.729000,0.509000
1631512968.1968088,-0.266545,0.141755,0.145835,9.462000,0.568000,0.609000
1631512968.3177085,-0.193080,-0.000684,0.037242,9.450000,0.454000,0.697000
1631512968.4037366,-0.149240,-0.030627,-0.010710,9.546000,0.446000,0.772000
1631512968.5155375,-0.159047,-0.006940,-0.024697,9.533000,0.477000,0.717000
1631512968.5956662,-0.156586,-0.006749,-0.046569,9.535000,0.483000,0.696000
1631512968.7290783,-0.202288,-0.037267,-0.050034,9.530000,0.494000,0.683000
1631512968.8190827,-0.217563,-0.045938,-0.036332,9.498000,0.563000,0.594000
1631512968.8986485,-0.221690,-0.058040,-0.013803,9.450000,0.559000,0.480000
1631512969.0162811,-0.145575,-0.148013,-0.003850,9.445000,0.450000,0.490000
1631512969.1005282,-0.037241,-0.204558,-0.031362,9.522000,0.504000,0.369000
1631512969.2053790,0.018884,-0.158179,-0.016510,9.647000,0.558000,0.210000
1631512969.2951274,0.013070,-0.073708,0.012771,9.603000,0.621000,0.019000
1631512969.4132931,-0.021765,-0.020590,-0.003360,9.593000,0.641000,-0.082000
1631512969.5063455,-0.018796,0.023391,-0.042336,9.600000,0.626000,-0.006000
1631512969.5908685,-0.014194,0.076111,-0.058486,9.633000,0.698000,0.088000
1631512969.6961470,-0.016699,0.118646,-0.090738,9.547000,0.775000,0.138000
1631512969.7929454,-0.055779,0.135178,-0.100706,9.505000,0.940000,0.304000
1631512969.9238386,-0.120668,0.116989,-0.073065,9.471000,1.014000,0.571000
1631512969.9946311,-0.140157,0.070970,-0.062047,9.435000,1.007000,0.679000
1631512970.1066120,-0.124006,0.023711,-0.060848,9.480000,1.049000,0.707000
1631512970.2078214,-0.109415,0.023910,-0.048703,9.518000,1.088000,0.776000
1631512970.3083475,-0.111943,0.050296,-0.023418,9.512000,1.123000,0.766000
1631512970.3978157,-0.124940,0.024476,-0.011961,9.416000,1.203000,0.742000
1631512970.5052147,-0.147413,-0.035775,-0.014328,9.428000,1.208000,0.712000
1631512970.5890048,-0.149199,-0.080217,-0.012870,9.435000,1.159000,0.769000
1631512970.7308311,-0.056989,-0.127073,-0.022898,9.471000,1.105000,0.656000
1631512970.8888695,-0.065244,-0.153177,-0.010481,9.568000,1.193000,0.278000
1631512970.9957612,-0.077491,-0.065552,0.024577,9.629000,1.100000,0.304000
1631512971.0924716,-0.098202,0.025377,0.056306,9.640000,1.054000,0.360000
1631512971.2199209,-0.151648,0.044655,0.070724,9.551000,1.005000,0.310000
1631512971.3037500,-0.200729,0.008667,0.067311,9.452000,0.878000,0.423000
1631512971.4063921,-0.180458,-0.050176,0.034306,9.467000,0.791000,0.519000
1631512971.4890745,-0.143377,-0.072806,0.018691,9.524000,0.734000,0.462000
1631512971.6282303,-0.080771,-0.038425,0.022117,9.543000,0.760000,0.413000
1631512971.6932223,-0.086334,-0.033093,0.026712,9.489000,0.823000,0.303000
1631512971.8048782,-0.140818,-0.035609,0.039463,9.500000,0.831000,0.155000
1631512971.8932383,-0.162492,-0.026683,0.042211,9.539000,0.725000,0.143000
1631512972.0181601,-0.116441,0.051706,0.083287,9.533000,0.610000,0.185000
1631512972.0968809,-0.101415,0.056486,0.097219,9.486000,0.594000,0.219000
1631512972.1895280,-0.098436,0.021875,0.093361,9.461000,0.488000,0.304000
1631512972.2956240,-0.108977,0.011304,0.098315,9.533000,0.366000,0.441000
1631512972.4195004,-0.104045,0.071428,0.116261,9.635000,0.220000,0.461000
1631512972.5032744,-0.091212,0.120866,0.124127,9.612000,0.115000,0.561000
1631512972.5869493,-0.082119,0.156978,0.103699,9.578000,-0.001000,0.674000
1631512972.7059889,-0.092271,0.113884,0.030108,9.516000,-0.059000,0.836000
1631512972.7985077,-0.110768,0.076296,-0.008809,9.480000,-0.083000,0.917000
1631512972.9054780,-0.104079,0.012225,-0.066981,9.461000,-0.015000,0.873000
1631512973.0000186,-0.089258,-0.028516,-0.107534,9.481000,0.028000,0.868000
1631512973.1046615,-0.087043,-0.069960,-0.123344,9.467000,0.199000,0.697000
1631512973.2118270,-0.046414,-0.077745,-0.126392,9.536000,0.234000,0.780000
1631512973.2960606,-0.013293,-0.038236,-0.110313,9.556000,0.393000,0.703000
1631512973.4005098,-0.049180,0.010061,-0.087458,9.553000,0.593000,0.596000
1631512973.4934735,-0.110576,0.051649,-0.067320,9.527000,0.634000,0.657000
1631512973.6094792,-0.119587,0.094223,-0.058059,9.534000,0.621000,0.824000
1631512973.6865759,-0.094834,0.102579,-0.067146,9.496000,0.702000,0.879000
1631512973.7906010,-0.089958,0.073137,-0.092349,9.433000,0.788000,0.922000
1631512973.9000025,-0.077128,0.033475,-0.123374,9.456000,0.898000,1.044000
1631512974.0064719,-0.052289,0.018007,-0.126780,9.431000,0.964000,1.111000
1631512974.0984676,-0.024596,-0.017182,-0.111810,9.436000,1.052000,1.204000
1631512974.1858881,-0.030906,-0.022292,-0.085213,9.416000,1.222000,1.080000
1631512974.2981060,-0.057058,0.029030,-0.026238,9.516000,1.190000,1.168000
1631512974.4294934,-0.085378,0.049173,0.031112,9.396000,1.267000,1.098000
1631512974.5107648,-0.079483,0.028242,0.033356,9.377000,1.196000,1.176000
1631512974.5992408,-0.060036,-0.012220,0.021176,9.419000,1.142000,1.238000
1631512974.6957459,-0.049375,-0.041968,0.020488,9.424000,1.141000,1.202000
1631512974.8249931,-0.042578,-0.052168,0.045049,9.396000,1.121000,1.123000
1631512974.8948963,-0.068145,-0.078138,0.053421,9.426000,1.070000,1.026000
1631512974.9929693,-0.095623,-0.080860,0.068830,9.577000,0.954000,1.070000
1631512975.1062810,-0.089530,-0.019306,0.110230,9.521000,0.794000,1.075000
1631512975.1939340,-0.093915,-0.029481,0.109818,9.460000,0.737000,0.972000
1631512975.3055549,-0.107332,-0.119394,0.057925,9.463000,0.620000,0.867000
1631512975.3861198,-0.083271,-0.174917,0.024606,9.483000,0.509000,0.843000
1631512975.5048876,-0.030758,-0.191585,-0.010363,9.594000,0.542000,0.552000
1631512975.6059613,-0.028899,-0.174899,-0.047409,9.620000,0.614000,0.303000
1631512975.7254350,-0.061212,-0.120412,-0.048386,9.610000,0.669000,0.127000
1631512975.7960250,-0.074776,-0.070877,-0.041170,9.642000,0.661000,0.169000
1631512975.8931599,-0.068299,0.001897,-0.049973,9.618000,0.686000,0.107000
1631512976.0191765,-0.097771,0.025002,-0.044091,9.501000,0.797000,0.068000
1631512976.1150999,-0.085804,-0.032477,-0.088857,9.475000,0.811000,0.135000
1631512976.1988685,-0.047805,-0.045349,-0.113658,9.564000,0.857000,0.156000
1631512976.2936220,0.008286,0.002313,-0.107206,9.603000,0.976000,0.165000
1631512976.4295523,0.039693,0.044320,-0.109472,9.461000,1.270000,0.068000
1631512976.5083768,-0.033330,0.006549,-0.121050,9.418000,1.436000,0.043000
1631512976.6054044,-0.117800,-0.017950,-0.115251,9.484000,1.424000,0.143000
1631512976.6948836,-0.110838,0.015421,-0.108828,9.531000,1.475000,0.241000
1631512976.8180835,-0.082934,0.080263,-0.093244,9.533000,1.594000,0.378000
1631512976.8966272,-0.081774,0.100517,-0.072935,9.438000,1.686000,0.368000
1631512976.9921319,-0.076728,0.072391,-0.062944,9.437000,1.695000,0.447000
1631512977.0957122,-0.045422,0.010556,-0.042338,9.357000,1.760000,0.529000
1631512977.2157683,-0.017850,-0.045118,0.013110,9.357000,1.801000,0.574000
1631512977.2994514,-0.055515,-0.034741,0.102477,9.367000,1.879000,0.383000
1631512977.4146662,-0.152453,-0.032767,0.180530,9.433000,1.720000,0.300000
1631512977.4952376,-0.205746,0.006959,0.241618,9.499000,1.480000,0.355000
1631512977.6276000,-0.247894,0.027724,0.256717,9.459000,1.119000,0.481000
1631512977.7058709,-0.242290,0.023760,0.225811,9.514000,0.892000,0.497000
1631512977.7894027,-0.225356,0.017560,0.181529,9.512000,0.678000,0.587000
1631512977.9052167,-0.178457,-0.014129,0.120410,9.441000,0.486000,0.667000
1631512978.0142663,-0.140037,-0.072483,0.055820,9.519000,0.449000,0.538000
1631512978.1167033,-0.137678,-0.084163,0.029185,9.562000,0.449000,0.434000
1631512978.1963494,-0.149391,-0.089610,0.006637,9.524000,0.435000,0.313000
1631512978.3157768,-0.171120,-0.095200,-0.033186,9.564000,0.426000,0.213000
1631512978.3954813,-0.159936,-0.079700,-0.055649,9.584000,0.429000,0.194000
1631512978.5122406,-0.126471,-0.042323,-0.079179,9.545000,0.496000,0.137000
1631512978.5947943,-0.112490,-0.057772,-0.107600,9.521000,0.604000,0.051000
1631512978.7230031,-0.106578,-0.056557,-0.125387,9.565000,0.751000,0.012000
1631512978.8087237,-0.112722,-0.013851,-0.107175,9.542000,0.846000,-0.023000
1631512978.9013984,-0.164747,0.031232,-0.054131,9.455000,0.998000,-0.132000
1631512978.9855993,-0.220118,-0.001611,-0.041258,9.436000,1.050000,-0.127000
1631512979.0857487,-0.268096,-0.086533,-0.053483,9.443000,0.995000,-0.034000
1631512979.2106814,-0.211281,-0.095748,-0.037842,9.598000,0.919000,0.114000
1631512979.2927542,-0.143659,-0.046884,-0.012437,9.581000,0.946000,0.036000
1631512979.3922503,-0.101439,-0.031151,0.006267,9.518000,1.105000,-0.104000
1631512979.4958973,-0.156240,-0.094580,0.011636,9.434000,1.191000,-0.279000
1631512979.6359766,-0.234265,-0.166824,0.000045,9.607000,1.014000,-0.245000
1631512979.7995312,-0.176842,0.003626,0.068390,9.543000,1.005000,-0.409000
1631512979.8945868,-0.140507,0.058459,0.081295,9.544000,1.017000,-0.422000
1631512979.9984963,-0.159248,0.083282,0.098656,9.500000,0.918000,-0.311000
1631512980.1168754,-0.186738,0.082186,0.108156,9.535000,0.801000,-0.156000
1631512980.2037892,-0.194752,0.071974,0.105038,9.468000,0.675000,-0.084000
1631512980.3053114,-0.225255,0.030751,0.099399,9.469000,0.580000,-0.050000
1631512980.3851104,-0.256356,-0.007560,0.093467,9.528000,0.458000,0.021000
1631512980.5116162,-0.277491,-0.002147,0.098296,9.551000,0.329000,-0.026000
1631512980.6059558,-0.310415,0.004041,0.093109,9.526000,0.284000,-0.020000
1631512980.6929145,-0.360435,-0.003422,0.077205,9.541000,0.185000,-0.074000
1631512980.7957323,-0.392747,0.019870,0.060365,9.600000,0.082000,-0.033000
1631512980.9257028,-0.365704,0.040750,0.003429,9.526000,-0.014000,0.044000
1631512981.0023787,-0.328439,0.027966,-0.033545,9.543000,0.045000,0.025000
1631512981.0897646,-0.277735,-0.010863,-0.059696,9.518000,0.087000,0.078000
1631512981.2029779,-0.209425,-0.052518,-0.078501,9.530000,0.101000,0.100000
1631512981.3071799,-0.128522,-0.060922,-0.080164,9.521000,0.246000,-0.029000
1631512981.4103196,-0.070882,-0.097153,-0.094394,9.483000,0.413000,-0.225000
1631512981.4896567,-0.070600,-0.099353,-0.088896,9.555000,0.474000,-0.218000
1631512981.6051731,-0.064269,-0.052107,-0.051678,9.590000,0.551000,-0.310000
1631512981.7001860,-0.061384,-0.053336,-0.023344,9.499000,0.580000,-0.347000
1631512981.8130023,-0.010088,-0.059464,-0.020190,9.539000,0.581000,-0.347000
1631512981.8970473,-0.011936,-0.062120,0.007887,9.542000,0.642000,-0.419000
1631512981.9932165,-0.050068,-0.088779,0.032092,9.507000,0.589000,-0.539000
1631512982.1311953,-0.061668,-0.099303,0.031324,9.534000,0.534000,-0.579000
1631512982.1915686,-0.061804,-0.085915,0.030232,9.581000,0.463000,-0.581000
1631512982.2990768,-0.051883,-0.052336,0.030502,9.576000,0.520000,-0.672000
1631512982.3934929,-0.094729,-0.045419,0.016778,9.493000,0.613000,-0.897000
1631512982.5162988,-0.159135,-0.037596,0.009706,9.557000,0.599000,-0.864000
1631512982.6032395,-0.169321,-0.001484,-0.001656,9.554000,0.437000,-0.707000
1631512982.7058895,-0.086914,0.025146,-0.019204,9.541000,0.398000,-0.653000
1631512982.7900641,0.019031,0.004586,-0.055981,9.464000,0.452000,-0.670000
1631512982.9055316,0.067215,-0.093873,-0.129728,9.455000,0.700000,-0.847000
1631512982.9990396,0.015423,-0.108386,-0.133397,9.549000,0.855000,-0.946000
1631512983.0954275,-0.026704,-0.056633,-0.105386,9.562000,0.992000,-1.047000
1631512983.1960895,-0.061625,0.017927,-0.062984,9.552000,1.021000,-0.971000
1631512983.3156123,-0.069122,0.076755,-0.001894,9.508000,0.979000,-0.871000
1631512983.4107707,-0.055809,0.003699,-0.000292,9.412000,1.003000,-0.859000
1631512983.5149381,-0.075656,-0.079463,0.007263,9.402000,1.017000,-0.896000
1631512983.6031797,-0.111692,-0.139863,0.028927,9.421000,1.014000,-0.999000
1631512983.7013040,-0.107077,-0.138357,0.053885,9.492000,0.910000,-1.120000
1631512983.7824004,-0.075431,-0.113757,0.078019,9.440000,0.885000,-1.306000
1631512983.8872018,-0.095691,-0.095097,0.110218,9.409000,0.902000,-1.494000
1631512984.0133789,-0.091502,-0.074880,0.106407,9.465000,0.670000,-1.528000
1631512984.1239357,-0.053700,-0.028109,0.101249,9.464000,0.636000,-1.625000
1631512984.2085924,-0.012157,0.008408,0.085851,9.474000,0.552000,-1.611000
1631512984.3145406,0.030630,-0.000926,0.031411,9.389000,0.473000,-1.597000
1631512984.3963358,0.077461,-0.031143,-0.026611,9.366000,0.465000,-1.594000
1631512984.5310421,0.135942,-0.096705,-0.123266,9.374000,0.608000,-1.683000
1631512984.5943496,0.096781,-0.112285,-0.158670,9.410000,0.881000,-1.934000
1631512984.6949334,0.053106,0.010461,-0.091217,9.495000,0.778000,-1.612000
