#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2] 
1631513018.3137481,-0.044343,0.060472,-0.074180,8.993000,-0.257000,-3.004000
1631513018.4021606,-0.021918,-0.000496,-0.079227,9.014000,-0.143000,-2.952000
1631513018.5054710,-0.025475,-0.080270,-0.049358,9.055000,0.040000,-2.928000
1631513018.6051662,-0.028738,-0.116782,-0.011547,9.071000,0.049000,-3.098000
1631513018.6961381,0.001663,-0.111944,0.020964,9.114000,0.065000,-3.221000
1631513018.8164175,-0.011564,-0.030623,0.033211,9.036000,0.021000,-3.251000
1631513018.9236395,-0.002964,-0.046222,0.041431,8.971000,-0.097000,-3.242000
1631513018.9868031,0.021127,-0.070036,0.022133,8.854000,-0.134000,-3.324000
1631513019.0958424,0.055104,-0.131326,0.013212,8.838000,-0.195000,-3.537000
1631513019.1908956,0.082674,-0.096304,-0.006450,8.930000,-0.185000,-3.704000
1631513019.3132908,0.080255,0.093774,-0.068409,9.029000,-0.180000,-3.772000
1631513019.3908951,0.043559,0.217391,-0.102187,9.012000,-0.093000,-3.634000
1631513019.4988053,0.047569,0.247632,-0.121270,8.885000,-0.044000,-3.405000
1631513019.6319425,0.061588,0.139481,-0.078087,8.949000,0.122000,-3.067000
1631513019.7053828,0.018157,0.057071,-0.065237,8.962000,0.180000,-2.933000
1631513019.8019423,0.002014,-0.024492,-0.120216,8.891000,0.229000,-2.910000
1631513019.9046960,-0.027397,-0.112886,-0.133324,8.824000,0.396000,-2.925000
1631513020.0182683,-0.099396,-0.188197,-0.073850,8.835000,0.509000,-3.109000
1631513020.1040599,-0.103172,-0.223843,0.021228,8.999000,0.497000,-3.500000
1631513020.2016253,-0.028250,-0.141645,0.052948,9.005000,0.490000,-3.623000
1631513020.2919874,0.019697,-0.080533,0.089435,9.001000,0.527000,-3.662000
1631513020.4050558,-0.035067,0.005499,0.154395,8.938000,0.424000,-3.628000
1631513020.5008962,-0.062499,0.047609,0.173781,8.901000,0.222000,-3.681000
1631513020.5944197,-0.065135,0.122488,0.117648,8.923000,0.001000,-3.682000
1631513020.6897888,-0.068337,0.171416,-0.013593,8.869000,-0.057000,-3.465000
1631513020.8093948,-0.070804,0.125385,-0.165857,8.652000,0.018000,-3.139000
1631513020.9042645,-0.023252,-0.049980,-0.166220,8.679000,0.210000,-3.017000
1631513021.0051386,0.013346,-0.160899,-0.147112,8.754000,0.366000,-3.100000
1631513021.1067686,0.075282,-0.207865,-0.123260,8.798000,0.550000,-3.210000
1631513021.2307718,0.099178,-0.177342,-0.028903,8.914000,0.686000,-3.456000
1631513021.2996414,0.097681,-0.080621,0.071877,8.969000,0.619000,-3.795000
1631513021.4036460,0.078859,0.027626,0.128096,8.927000,0.503000,-3.850000
1631513021.4956479,0.061092,0.070035,0.158161,8.851000,0.297000,-3.846000
1631513021.6168816,0.043490,0.068659,0.177706,8.844000,0.068000,-3.808000
1631513021.7095461,0.038937,0.066552,0.166659,8.859000,-0.082000,-3.732000
1631513021.7900360,0.026820,0.072389,0.156841,8.931000,-0.186000,-3.616000
1631513021.8941135,0.004654,0.074563,0.137405,8.918000,-0.318000,-3.526000
1631513022.0138378,0.033260,0.036772,0.100386,8.920000,-0.533000,-3.475000
1631513022.1019764,0.061445,-0.008783,0.096531,8.938000,-0.567000,-3.437000
1631513022.1880236,0.060783,-0.009301,0.071026,9.006000,-0.614000,-3.460000
1631513022.3055813,0.052583,0.024778,-0.004515,8.966000,-0.720000,-3.489000
1631513022.3997560,0.037640,0.040009,-0.053612,8.982000,-0.721000,-3.475000
1631513022.5054102,0.034134,0.032373,-0.083501,8.945000,-0.633000,-3.445000
1631513022.5837924,0.026115,0.015710,-0.098999,8.945000,-0.548000,-3.396000
1631513022.7082963,0.006869,-0.016921,-0.112330,8.976000,-0.455000,-3.379000
1631513022.8038509,-0.002107,-0.024946,-0.134357,8.917000,-0.327000,-3.439000
1631513022.9066694,0.010657,-0.025257,-0.144002,8.939000,-0.241000,-3.475000
1631513023.0034707,0.027672,-0.032760,-0.126892,8.970000,-0.075000,-3.463000
1631513023.0927472,0.031310,-0.023765,-0.105167,8.943000,0.030000,-3.537000
1631513023.2502382,0.005347,-0.005342,-0.078136,8.862000,0.142000,-3.596000
1631513023.4156535,-0.062390,-0.015104,-0.018591,8.876000,0.215000,-3.539000
1631513023.5249369,-0.085382,0.011472,-0.016915,8.892000,0.273000,-3.515000
1631513023.6046889,-0.075899,0.041292,-0.021667,8.937000,0.255000,-3.495000
1631513023.7241738,0.000972,0.076708,-0.021492,8.999000,0.344000,-3.345000
1631513023.8037686,0.068455,0.110171,-0.028253,8.968000,0.334000,-3.287000
1631513023.8984914,0.103158,0.155945,-0.031410,8.995000,0.331000,-3.201000
1631513023.9949524,0.114356,0.126033,-0.031620,8.878000,0.261000,-3.087000
1631513024.1153650,0.115915,-0.024061,0.002344,8.873000,0.277000,-3.031000
1631513024.1942964,0.075598,-0.087658,0.005273,8.918000,0.287000,-3.072000
1631513024.2987945,-0.002386,-0.090087,-0.048464,8.926000,0.327000,-3.130000
1631513024.3929236,-0.057406,-0.067155,-0.104868,8.936000,0.387000,-3.221000
1631513024.5119238,-0.047178,-0.022226,-0.118135,9.020000,0.538000,-3.284000
1631513024.6037257,-0.041921,0.048037,-0.100667,9.076000,0.633000,-3.362000
1631513024.7049456,-0.011340,0.104945,-0.069228,9.103000,0.641000,-3.400000
1631513024.8031490,0.019475,0.116184,-0.022287,9.001000,0.657000,-3.337000
1631513024.9239161,0.014119,0.017836,0.097195,8.993000,0.605000,-3.239000
1631513024.9992769,-0.004329,-0.068323,0.184652,9.006000,0.462000,-3.243000
1631513025.1036553,-0.025058,-0.109712,0.237973,9.061000,0.353000,-3.238000
1631513025.2020433,-0.066198,-0.080043,0.191148,9.061000,0.126000,-3.316000
1631513025.3256130,-0.079833,-0.058469,0.063254,8.921000,0.006000,-3.293000
1631513025.3953652,-0.068917,-0.085072,0.037209,8.887000,-0.002000,-3.283000
1631513025.4921217,-0.013225,-0.185663,0.064570,8.874000,-0.069000,-3.510000
1631513025.5940287,0.002202,-0.237292,0.098778,8.889000,-0.041000,-3.657000
1631513025.7176363,-0.058381,-0.194787,0.096047,8.885000,-0.135000,-3.913000
1631513025.8050756,-0.084654,-0.077505,0.043600,8.886000,-0.241000,-4.085000
1631513025.8970492,-0.058045,0.010966,0.008832,8.789000,-0.293000,-4.088000
1631513026.0084324,-0.003948,0.044279,-0.002703,8.702000,-0.184000,-3.990000
1631513026.0989523,0.008805,0.051269,-0.019535,8.756000,-0.109000,-3.908000
1631513026.1928687,0.005732,0.052670,-0.029229,8.763000,-0.115000,-3.880000
1631513026.3020742,0.009381,0.035754,-0.032974,8.774000,-0.109000,-3.864000
1631513026.4034674,0.005169,0.022855,-0.019842,8.748000,-0.124000,-3.895000
1631513026.5083952,-0.032401,0.010337,0.010980,8.732000,-0.098000,-3.880000
1631513026.6147282,-0.073263,0.026065,0.003987,8.729000,-0.131000,-3.926000
1631513026.6992900,-0.079950,0.019764,-0.016227,8.714000,-0.115000,-3.864000
1631513026.7879541,-0.054980,-0.005353,-0.022707,8.730000,-0.065000,-3.826000
1631513026.9336700,0.014596,-0.022302,-0.033747,8.809000,-0.019000,-3.849000
1631513027.0133610,0.044269,-0.008309,-0.055412,8.760000,0.011000,-3.885000
1631513027.1056190,0.067282,0.034648,-0.081118,8.818000,0.062000,-3.897000
1631513027.1969519,0.098080,0.081314,-0.108585,8.791000,0.153000,-3.897000
1631513027.3048236,0.097430,0.072628,-0.073995,8.775000,0.153000,-3.899000
1631513027.4012341,0.130490,0.054013,-0.035485,8.814000,0.165000,-3.816000
1631513027.5037467,0.093151,0.102663,-0.042577,8.902000,0.217000,-3.694000
1631513027.5835800,0.061307,0.105967,-0.050043,8.797000,0.206000,-3.580000
1631513027.7178121,0.041015,0.031899,-0.051713,8.810000,0.268000,-3.405000
1631513027.7977664,0.027537,-0.000585,-0.080243,8.796000,0.344000,-3.367000
1631513027.8903098,0.020560,-0.079812,-0.100624,8.705000,0.353000,-3.455000
1631513028.0081742,0.025477,-0.205417,-0.033229,8.698000,0.420000,-3.597000
1631513028.1334367,0.011680,-0.124674,0.008181,8.917000,0.365000,-3.859000
1631513028.1976182,0.023091,-0.054938,0.002020,8.836000,0.399000,-3.906000
1631513028.2921166,0.005740,0.022144,0.045534,8.839000,0.359000,-3.921000
1631513028.4057024,0.004786,0.078699,0.112016,8.854000,0.233000,-3.863000
1631513028.5253465,0.044912,0.110395,0.168737,8.917000,0.144000,-3.776000
1631513028.6042867,0.042416,0.111733,0.196814,8.898000,-0.024000,-3.707000
1631513028.6899486,0.026864,0.096024,0.207606,8.906000,-0.168000,-3.579000
1631513028.8035438,-0.005645,0.065094,0.152750,8.853000,-0.425000,-3.527000
1631513028.8999367,-0.053559,0.001878,0.125690,8.836000,-0.564000,-3.496000
1631513028.9902275,-0.041317,-0.056708,0.098685,8.850000,-0.687000,-3.545000
1631513029.0952668,-0.019053,-0.071398,0.054009,8.904000,-0.665000,-3.579000
1631513029.1909723,-0.029153,-0.010684,-0.023674,8.918000,-0.632000,-3.583000
1631513029.3137774,-0.032654,0.040000,-0.079484,8.878000,-0.585000,-3.594000
1631513029.4136970,-0.014015,0.043973,-0.087546,8.899000,-0.521000,-3.561000
1631513029.5085430,-0.002978,0.034590,-0.076965,8.916000,-0.412000,-3.474000
1631513029.5854506,-0.001617,0.033395,-0.075097,8.873000,-0.351000,-3.451000
1631513029.7067406,-0.012015,0.018436,-0.064002,8.928000,-0.264000,-3.393000
1631513029.8004203,-0.034043,-0.009598,-0.025738,8.912000,-0.206000,-3.399000
1631513029.9040556,-0.035381,-0.040321,0.007398,8.888000,-0.189000,-3.455000
1631513029.9938333,-0.054226,-0.097588,0.070529,8.873000,-0.147000,-3.498000
1631513030.1191313,-0.083820,-0.109831,0.110690,8.870000,-0.230000,-3.550000
1631513030.2014694,-0.092493,-0.081725,0.101905,8.892000,-0.261000,-3.620000
1631513030.2913485,-0.089464,-0.040448,0.069134,8.809000,-0.386000,-3.738000
1631513030.4084609,-0.029947,-0.002617,-0.000048,8.758000,-0.410000,-3.779000
1631513030.4903398,0.018746,-0.018574,-0.036584,8.649000,-0.461000,-3.875000
1631513030.5976889,0.081207,-0.071092,-0.047835,8.678000,-0.467000,-3.910000
1631513030.6915832,0.082083,-0.073751,-0.038498,8.785000,-0.361000,-3.925000
1631513030.8016927,0.049666,-0.016848,-0.050940,8.795000,-0.333000,-3.978000
1631513030.9041307,0.046008,0.032545,-0.070290,8.741000,-0.376000,-3.951000
1631513031.0049944,0.086695,0.025976,-0.066606,8.698000,-0.396000,-3.934000
1631513031.0870535,0.127917,0.005814,-0.072486,8.709000,-0.371000,-3.904000
1631513031.2038903,0.108057,0.017677,-0.085400,8.770000,-0.264000,-3.826000
1631513031.3235242,0.079661,0.049732,-0.101992,8.799000,-0.166000,-3.752000
1631513031.4117396,0.058997,0.055024,-0.104691,8.802000,-0.080000,-3.717000
1631513031.4970331,0.055618,0.053193,-0.104164,8.773000,-0.081000,-3.734000
1631513031.5930698,0.058203,0.054305,-0.115078,8.780000,-0.040000,-3.815000
1631513031.7340465,0.044275,0.018858,-0.090959,8.683000,0.074000,-3.678000
1631513031.9020536,0.007314,-0.116351,0.023231,8.782000,0.271000,-3.661000
1631513031.9949338,-0.039013,-0.084409,0.039926,8.881000,0.252000,-3.763000
1631513032.1049361,-0.032914,0.001579,0.013492,8.796000,0.131000,-3.904000
1631513032.1981237,0.005016,0.004247,0.001621,8.780000,0.142000,-3.864000
1631513032.3047817,0.035673,0.031287,-0.018949,8.793000,0.145000,-3.825000
1631513032.3923330,0.070956,-0.009062,0.031138,8.702000,0.043000,-3.896000
1631513032.4875948,0.175245,-0.038684,0.099008,8.728000,-0.001000,-3.828000
1631513032.6232758,0.336906,-0.017852,0.114805,8.752000,-0.253000,-3.973000
1631513032.6963224,0.444399,0.026475,0.053035,8.777000,-0.433000,-4.076000
1631513032.7996063,0.437088,0.061252,0.044207,8.719000,-0.636000,-4.055000
1631513032.8904819,0.298853,0.016363,0.104764,8.749000,-0.812000,-3.924000
1631513033.0142782,0.076867,-0.018076,0.131074,8.742000,-0.954000,-3.819000
1631513033.0913372,-0.104225,-0.030562,0.050629,8.684000,-1.193000,-3.738000
1631513033.2008917,-0.095775,-0.019668,-0.067264,8.835000,-0.630000,-3.731000
1631513033.2941780,-0.006010,0.011793,-0.031308,8.752000,-0.727000,-3.802000
1631513033.4206345,0.042973,0.011134,0.085692,8.573000,-0.677000,-3.664000
1631513033.4938846,0.061341,-0.013247,0.148002,8.655000,-0.842000,-3.669000
1631513033.6042321,-0.055511,0.044005,0.053016,8.762000,-1.171000,-3.727000
1631513033.6841242,-0.070608,0.125811,-0.063680,8.800000,-1.268000,-3.770000
1631513033.8173525,-0.105884,0.216687,-0.116546,8.912000,-1.032000,-3.566000
1631513033.9002955,-0.070192,0.228940,-0.115047,8.878000,-1.030000,-3.462000
1631513033.9919379,0.004917,0.155965,-0.128713,8.865000,-0.749000,-3.182000
1631513034.0945976,-0.052439,0.064866,-0.121945,8.953000,-0.609000,-3.033000
1631513034.2291987,-0.139361,0.007706,-0.069662,9.133000,-0.538000,-3.090000
1631513034.3937082,-0.137598,0.103664,0.000659,9.227000,-0.373000,-2.981000
1631513034.5016799,-0.166597,0.159330,0.016148,9.188000,-0.214000,-2.836000
1631513034.5923567,-0.159056,0.186985,0.029267,9.243000,-0.294000,-2.698000
1631513034.7085934,-0.091197,0.215318,0.002982,9.266000,-0.416000,-2.513000
1631513034.8015332,-0.023213,0.195093,-0.014531,9.253000,-0.336000,-2.257000
1631513034.9037898,-0.004882,0.127439,-0.005494,9.328000,-0.260000,-2.038000
1631513034.9942691,0.006568,0.036033,-0.023225,9.211000,-0.275000,-2.012000
1631513035.1039853,0.057065,-0.050673,-0.059166,9.273000,-0.290000,-2.071000
1631513035.2077901,0.134380,-0.104101,-0.083543,9.293000,-0.152000,-2.175000
1631513035.2867103,0.158993,-0.091742,-0.128859,9.296000,-0.094000,-2.289000
1631513035.3991251,0.197598,-0.062834,-0.158132,9.352000,0.008000,-2.418000
1631513035.5168743,0.200137,-0.029676,-0.163701,9.299000,0.131000,-2.539000
1631513035.5943227,0.175647,-0.026101,-0.142869,9.242000,0.322000,-2.491000
1631513035.6961157,0.104016,-0.042175,-0.119913,9.209000,0.443000,-2.516000
1631513035.8057363,0.061307,-0.047069,-0.140701,9.176000,0.472000,-2.579000
1631513035.8967719,0.018346,-0.022403,-0.148388,9.198000,0.691000,-2.515000
1631513036.0047417,-0.057624,-0.003288,-0.136306,9.186000,0.724000,-2.529000
1631513036.0950208,-0.079570,-0.004099,-0.066754,9.232000,0.826000,-2.537000
1631513036.2036450,-0.074959,-0.029134,0.051613,9.172000,0.877000,-2.539000
1631513036.3230639,-0.009891,0.008743,0.030946,9.257000,0.650000,-2.669000
1631513036.3893921,0.046503,0.038830,0.007918,9.200000,0.672000,-2.655000
1631513036.4948387,0.156666,0.060038,0.017071,9.224000,0.661000,-2.695000
1631513036.5953145,0.276772,0.088935,0.017910,9.165000,0.638000,-2.715000
1631513036.7025266,0.337853,0.102089,-0.016262,9.164000,0.555000,-2.649000
1631513036.7886992,0.346458,0.087858,-0.089536,9.173000,0.530000,-2.514000
1631513036.9124327,0.354338,0.036581,-0.096222,9.192000,0.578000,-2.412000
1631513037.0042443,0.318265,0.000881,-0.112254,9.233000,0.647000,-2.313000
1631513037.1185682,0.200057,-0.030896,-0.045424,9.309000,0.682000,-2.263000
1631513037.2004302,0.065309,-0.006912,0.037920,9.361000,0.680000,-2.233000
1631513037.3039253,0.012847,0.069549,0.084627,9.410000,0.603000,-2.250000
1631513037.3897069,-0.003438,0.127935,0.130667,9.374000,0.502000,-2.145000
1631513037.5037599,-0.037977,0.176410,0.107685,9.396000,0.370000,-2.060000
1631513037.6017432,-0.095273,0.216465,0.019895,9.367000,0.350000,-1.767000
1631513037.6976848,-0.127691,0.239350,-0.078258,9.357000,0.369000,-1.596000
1631513037.7985845,-0.162368,0.242669,-0.176386,9.388000,0.531000,-1.361000
1631513037.9271462,-0.195194,0.160612,-0.190516,9.365000,0.719000,-1.083000
1631513037.9938443,-0.177119,0.095559,-0.121466,9.390000,0.751000,-1.020000
1631513038.0954871,-0.093151,-0.008589,-0.003162,9.430000,0.747000,-0.999000
1631513038.1929715,-0.040697,-0.026818,0.033163,9.481000,0.787000,-1.019000
1631513038.3315144,-0.026696,-0.014124,0.054658,9.475000,0.888000,-0.994000
1631513038.4046383,-0.064058,-0.032473,0.111339,9.444000,0.813000,-0.947000
1631513038.5004961,-0.128897,-0.103169,0.241197,9.495000,0.570000,-1.001000
1631513038.6037049,-0.155909,-0.149968,0.351084,9.522000,0.270000,-1.107000
1631513038.7038474,-0.132228,-0.137799,0.445822,9.562000,-0.146000,-1.361000
1631513038.8032219,-0.097890,-0.078072,0.468317,9.566000,-0.417000,-1.442000
1631513038.8949401,-0.069851,-0.001576,0.421295,9.512000,-0.798000,-1.498000
1631513039.0144274,-0.018463,0.091790,0.314600,9.452000,-1.206000,-1.425000
1631513039.1268406,-0.003275,0.150513,0.261083,9.424000,-1.531000,-1.394000
